codigo_bdns,MRR,administracion,departamento,organo,fecha_registro,titulo_convocatoria,url_bases_regul,importe_total,tipo_beneficiario,sector_beneficiario,region_impacto,finalidad
617489,False,ONDA,AYUNTAMIENTO DE ONDA,,25/03/2022,Convenio de colaboración entre el Ayuntamiento de Onda y el Club de Natación Onda,https://www.onda.es/ond/web_php/index.php?contenido=subapartados_woden&id_boto=355,13000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Castellón / Castelló,CULTURA
617488,False,VANDELLÒS I L'HOSPITALET DE L'INFANT,AYUNTAMIENTO DE VANDELLÒS I L'HOSPITALET DE I'INFANT,,25/03/2022,"CONVENIO DE COLABORACIÓN ENTRE EL AYUNTAMIENTO DE VANDELLÒS I L'HOSPITALET DE L'INFANT Y EL CLUB CENTRE EXCURSIONISTA SERRES DEL MESTRAL, PARA AYUDAR A FINANCIAR LOS TRABAJOS DE MANTENIMIENTO DE LA SEÑALIZACIÓN Y DEL MARCAJE DE CAMINOS",https://www.boe.es/buscar/act.php?id=BOE-A-2003-20977,3000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,OTROS SERVICIOS,Tarragona,OTRAS PRESTACIONES ECONÓMICAS
617487,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO TORRES DE COTILLAS MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,81675.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617486,False,ONDA,AYUNTAMIENTO DE ONDA,,25/03/2022,Convenio de colaboración entre el Ayuntamiento de Onda y Club Ciclista Sepelaco,https://www.onda.es/ond/web_php/index.php?contenido=subapartados_woden&id_boto=355,45000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Castellón / Castelló,CULTURA
617485,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO PUERTO LUMBRERAS MANTENIMIENTO CENTRO CENTRO ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,93159.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617484,False,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,CONVENIO RALLYSPRINT CARES DEVA,https://sedeelectronica.aytopbpanes.es/,4000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Actividades deportivas,Asturias,CULTURA
617483,False,ARAGÓN,INSTITUTO ARAGONÉS DE LA MUJER (IAM),,25/03/2022,"CONVENIO DE COLABORACIÓN ENTRE EL INSTITUTO ARAGONÉS DE LA MUJER Y LA COMARCA ARANDA PARA LA PRESTACIÓN DEL SERVICIO DE ATENCIÓN PSICOLÓGICA, SOCIAL Y EDUCATIVA FAMILIAR",http://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=847747263333&type=pdf,18858.7,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Administración Pública y de la política económica y social,ARAGON,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617482,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO MOLINA DEL SEGURA MANTENIMIENTO CENTRO ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,93387.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617480,False,ONDA,AYUNTAMIENTO DE ONDA,,25/03/2022,Convenio de colaboración entre el Ayuntamiento de Onda y el Club Baloncesto Onda,https://www.onda.es/ond/web_php/index.php?contenido=subapartados_woden&id_boto=355,21100.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Castellón / Castelló,CULTURA
617479,False,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,AYUDA ECONOMICA III PANES CUP,https://sedeelectronica.aytopbpanes.es/,450.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades deportivas, recreativas y de entretenimiento",Asturias,CULTURA
617477,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO DE MAZARRON MANTENIMIENTO CENTRO ATENCIÓN TEMPRANA Y CENTRO OCUPACIONAL,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,128888.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617476,False,SALAMANCA,AYUNTAMIENTO DE SALAMANCA,,25/03/2022,"CONVENIO DE COLABORACIÓN ENTRE TURISMO, COMERCIO Y PROMOCIÓN ECONÓMICA DE SALAMANCA, S.A.U. Y LA ASOCIACIÓN DE ANTIGUOS ALUMNOS Y AMIGOS DE LA UNIVERSIDAD DE SALAMANCA",https://salamanca.es/es/transparencia,38000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Actividades asociativas,Salamanca,"COMERCIO, TURISMO Y PYMES"
617471,False,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,BLINCAPEÑAS 2021,https://sedeelectronica.aytopbpanes.es/,1500.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades deportivas, recreativas y de entretenimiento",Asturias,CULTURA
617470,False,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,,25/03/2022,"Acuerdo Consejo de Gobierno Insular tramitación anticipada otorgamiento subvención directa a la Sociedad Mercantil Estatal Aguas de las Cuencas España, S.A para la ejecución y explotación de actuaciones de Saneamiento y Depuración en la Isla de Tenerife",https://transparencia.tenerife.es/economico-financiera/presupuesto-aprobado-inicialmente,113881065.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"SUMINISTRO DE AGUA, ACTIVIDADES DE SANEAMIENTO, GESTIÓN DE RESIDUOS Y DESCONTAMINACIÓN",Tenerife,INFRAESTRUCTURAS
617469,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO DE LORCA MANTENIMIENTO CENTRO ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,249963.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617468,False,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS FINESTRAT 2022,NO DISPONIBLE,80000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,Alicante / Alacant,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617467,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO FORTUNA MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA Y CENTRO OCUPACIONAL,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,70896.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617466,False,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,CONVENIO ENTRE LA ASOCIACION BOLISTICA PICO PEÑAMELLERA Y EL AYUNTAMIENTO DE PEÑAMELLERA BAJA PARA EL AÑO 2021,https://sedeelectronica.aytopbpanes.es/,3500.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades deportivas, recreativas y de entretenimiento",Asturias,CULTURA
617463,False,VIC,AYUNTAMIENTO DE VIC,,25/03/2022,SUBVENCION ASSOCIACION DE VEÃ?NS DEL BARRI DELS CAPUTXINS,http://bop.diba.cat/anunci/3002539/aprovacio-definitiva-de-l-ordenanca-general-de-subvencions-ajuntament-de-vic,1890.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Barcelona,CULTURA
617462,False,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS FAURA 2022,NO DISPONIBLE,340000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617460,False,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,,25/03/2022,Resolución del Consejero Insular de Desarrollo Sostenible y Lucha contra el Cambio Climático otorgamiento subvención nominativa al Ayuntamiento de El Rosario para ejecución de la Estación Depuradora de Aguas Residuales del Polígono de La Campana.,https://transparencia.tenerife.es/economico-financiera/presupuesto-aprobado-inicialmente,1500000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"SUMINISTRO DE AGUA, ACTIVIDADES DE SANEAMIENTO, GESTIÓN DE RESIDUOS Y DESCONTAMINACIÓN",Tenerife,INFRAESTRUCTURAS
617457,False,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS ELX 2022,NO DISPONIBLE,100000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,Alicante / Alacant,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617455,False,MULA,AYUNTAMIENTO DE MULA,,25/03/2022,AYUDAS SERVICIOS SOCIALES - 2022,http://mula.es/web/wp-content/uploads/2019/06/Resolucion-Concesion-Ayudas-Sociales.pdf,50000.0,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617451,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO DE CIEZA MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,135312.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617450,False,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,AYUDA ECONÓMICA PARA SUFRAGAR GASTOS DEL CAMPEONATO DE ESPAÑA DE AJEDREZ.,https://sedeelectronica.aytopbpanes.es/,300.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Actividades deportivas,Asturias,CULTURA
617449,False,CALONGE,AYUNTAMIENTO DE CALONGE,,25/03/2022,SUBVENCION NOMINATIVA 2021 CLUB JUDO CALONGE SANT ANTONI,https://api.calonge.cat/sites/default/files/files/PRESSUPOST2021_compressed.pdf,3925.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Girona,CULTURA
617448,False,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,25/03/2022,"Convocatoria de concesión de subvenciones, en régimen de concurrencia competitiva, para la realización de proyectos del Programa empleaverde, cofinanciado por el Fondo Social Europeo en 2019",https://www.boe.es/diario_boe/txt.php?id=BOE-A-2019-1092,4302159.87,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ESPAÑA ,FOMENTO DEL EMPLEO
617447,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO DE BLANCA MANTENIMIENTO CENTRO DE DESARROLLO INFANTIL Y ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,11719.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617446,False,ASCÓ,AYUNTAMIENTO DE ASCÓ,,25/03/2022,IV CONVENIO DE COLABORACIÓN ENTRE LA SOCIEDAD DE CAZADORES SAN MIQUEL DE ASCÓ Y EL AYUNTAMIENTO DE ASCÓ,BOPT,20500.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Tarragona,CULTURA
617445,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO DE ARCHENA MANTEMIMIENTO CENTRO DE DESARROLLO INFANTIL Y ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,57851.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617444,False,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS CREVILLENT 2022,NO DISPONIBLE,150000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,Alicante / Alacant,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617443,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNTAMIENTO ALHAMA MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,54483.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617442,False,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,,25/03/2022,"Acuerdo del CG de fecha 21/12/2021 Adhesión al acuerdo entre el Ministerio de Transportes, Movilidad y Agenda Urbana, la Comunidad Autónoma de Canarias, y el Ayuntamiento de Santa Cruz de Tenerife, relativo al ARRU “Barrio de La Salud V”.",http://www.bopsantacruzdetenerife.es/bopsc2/index.php,818800.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,CONSTRUCCIÓN,Tenerife,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617440,False,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del fomento de la cultura catalana,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,100000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",CATALUÑA,CULTURA
617439,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,ALCANTARILLA MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,88003.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617438,False,ARAGÓN,INSTITUTO ARAGONÉS DE LA MUJER (IAM),,25/03/2022,"CONVENIO DE COLABORACIÓN ENTRE EL INSTITUTO ARAGONÉS DE LA MUJER Y LA COMARCA ALTO GALLEGO PARA LA PRESTACIÓN DEL SERVICIO DE ATENCIÓN PSICOLÓGICA, SOCIAL Y EDUCATIVA FAMILIAR",http://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=847747263333&type=pdf,61490.22,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Administración Pública y de la política económica y social,ARAGON,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617436,False,DIPUTACIÓN PROV. DE VALENCIA,DIPUTACIÓN PROVINCIAL DE VALENCIA,,25/03/2022,Plan de Desarrollo Integral (PDI) de la comarca Rincón de Ademuz,https://bop.dival.es/,61200.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Valencia / València,"AGRICULTURA, PESCA Y ALIMENTACIÓN"
617435,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYUNT AGUILAS. MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,127000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617431,False,OLOT,AYUNTAMIENTO DE OLOT,,25/03/2022,SUBVENCION NOMINATIVA ASSOCIACIO PLACERS,https://www.boe.es/buscar/act.php?id=BOE-A-2003-20977,6650.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Actividades asociativas,Girona,"COMERCIO, TURISMO Y PYMES"
617429,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,AYTO ABARAN MANTENIMIENTO CENTRO DE DESARROLLO INFANTIL Y AT. TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,53472.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617428,False,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,CONVENIO ENTRE LA AMPA DEL COLEGIO PUBLICO JOVELLANOS DE PANES Y EL AYUNTAMIENTO DE PEÑAMELLERA BAJA,https://sedeelectronica.aytopbpanes.es/,2000.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades deportivas, recreativas y de entretenimiento",Asturias,CULTURA
617425,False,CALONGE,AYUNTAMIENTO DE CALONGE,,25/03/2022,SUBVENCION NOMINATIVA 2021 CLUB ESCOLA FUTBOL CALONGE-SANT ANTONI,https://api.calonge.cat/sites/default/files/files/PRESSUPOST2021_compressed.pdf,42700.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",Girona,CULTURA
617424,False,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,ASOCIACIÓN PROMETEO MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,40065.0,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
