codigo_bdns,MRR,administracion,departamento,organo,fecha_registro,titulo_convocatoria,url_bases_regul,importe_total,tipo_beneficiario,sector_beneficiario,region_impacto,finalidad
617428,NO,PEÑAMELLERA BAJA,AYUNTAMIENTO DE PEÑAMELLERA BAJA,,25/03/2022,CONVENIO ENTRE LA AMPA DEL COLEGIO PUBLICO JOVELLANOS DE PANES Y EL AYUNTAMIENTO DE PEÑAMELLERA BAJA,https://sedeelectronica.aytopbpanes.es/,"2,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades deportivas, recreativas y de entretenimiento",ES120 - Asturias,CULTURA
617425,NO,CALONGE,AYUNTAMIENTO DE CALONGE,,25/03/2022,SUBVENCION NOMINATIVA 2021 CLUB ESCOLA FUTBOL CALONGE-SANT ANTONI,https://api.calonge.cat/sites/default/files/files/PRESSUPOST2021_compressed.pdf,"42,700.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES512 - Girona,CULTURA
617424,NO,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,ASOCIACIÓN PROMETEO MANTENIMIENTO CENTRO DE ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,"40,065.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES62 - REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617422,NO,MURO,AYUNTAMIENTO DE MURO,,25/03/2022,"BASES DE LA CONVOCATORIA DE AYUDA A ESTUDIOS SUPERIORES (GRADOS Y CARRERAS UNIVERSITARIAS, MASTERS UNIVERSITARIOS, PROYECTOS FIN DE GRADO Y CICLOS FORMATIVOS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL). CURSO 2021-2022",https://www.caib.es/eboibfront/pdf/ca/2022/41/1107888,"35,000.00 €",PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,EDUCACIÓN,ES53 - ILLES BALEARS,EDUCACIÓN
617420,NO,COMUNIDAD FORAL DE NAVARRA,"DEPARTAMENTO DE PRESIDENCIA, IGUALDAD, FUNCIÓN PUBLICA E INTERIOR",,25/03/2022,Subvención nominativa a la Asociación de Ayuda en Carretera de Navarra (DYA) para 2022,http://www.lexnavarra.navarra.es/detalle.asp?r=4460,"203,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,ES22 - COMUNIDAD FORAL DE NAVARRA,SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
617419,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS CORTES ARENOSO 2022,NO DISPONIBLE,"60,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES522 - Castellón / Castelló,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617418,NO,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,DISMO ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,"32,053.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES62 - REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617416,NO,COMUNIDAD FORAL DE NAVARRA,DEPARTAMENTO DE RELACIONES CIUDADANAS,,25/03/2022,Subvención a la Fundación + 34 para el 2022,https://bon.navarra.es/es/anuncio/-/texto/2021/294/0,"15,000.00 €",PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXILIARES,XXXX - TODO EL MUNDO,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617415,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,25/03/2022,"Convocatoria de subvenciones, en régimen de concurrencia competitiva, para la conexión de personas emprendedoras con el ecosistema de emprendimiento verde europeo del Programa empleaverde cofinanciado por el Fondo Social Europeo en 2020",https://www.boe.es/eli/es/res/2018/12/20/(5)/dof/spa/pdf,"173,922.78 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES - ESPAÑA ,FOMENTO DEL EMPLEO
617413,NO,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,D' GENES ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,"62,369.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES62 - REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617411,NO,PRINCIPADO DE ASTURIAS,"CONSEJERÍA DE CULTURA, POLÍTICA LLINGÜÍSTICA Y TURISMO",,25/03/2022,Subvención nominativa a la Mancomunidad Comarca de la Sidra para el funcionamiento del Servicio de Normalización Lingüística durante el año 2022,http://sede.asturias.es/bopa/2021/12/31/2021-11414.pdf,"21,840.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES12 - PRINCIPADO DE ASTURIAS,CULTURA
617410,NO,PRINCIPADO DE ASTURIAS,"CONSEJERÍA DE CULTURA, POLÍTICA LLINGÜÍSTICA Y TURISMO",,25/03/2022,Subvención nominativa al Ayuntamiento de Grado para el funcionamiento del Servicio de Normalización Lingüística Grao-Candamo durante el año 2022,http://sede.asturias.es/bopa/2021/12/31/2021-11414.pdf,"19,400.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES12 - PRINCIPADO DE ASTURIAS,CULTURA
617409,NO,PRINCIPADO DE ASTURIAS,"CONSEJERÍA DE CULTURA, POLÍTICA LLINGÜÍSTICA Y TURISMO",,25/03/2022,Subvención nominativa al Ayuntamiento de Corvera para el funcionamiento de su Servicio de Normalización Lingüística durante el año 2022,http://sede.asturias.es/bopa/2021/12/31/2021-11414.pdf,"19,400.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES12 - PRINCIPADO DE ASTURIAS,CULTURA
617408,NO,PRINCIPADO DE ASTURIAS,"CONSEJERÍA DE CULTURA, POLÍTICA LLINGÜÍSTICA Y TURISMO",,25/03/2022,Subvención nominativa al Ayuntamiento de Cangas del Narcea para el funcionamiento de su Servicio de Normalización Lingüística durante el año 2022,http://sede.asturias.es/bopa/2021/12/31/2021-11414.pdf,"19,400.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES12 - PRINCIPADO DE ASTURIAS,CULTURA
617407,NO,PRINCIPADO DE ASTURIAS,CONSEJERÍA DE PRESIDENCIA,,25/03/2022,"Resolución 22 de marzo de 2022 por la que se concede subvención nominativa  a favor del Comité Español de la UNRWA para el desarrollo del progarama ""REfugiados Palestinos""",https://www.boe.es/eli/es/l/2021/12/28/22,"61,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,"XXX - Regiones o países no europeos, no contemplados en NUTS",SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617406,NO,PRINCIPADO DE ASTURIAS,CONSEJERÍA DE PRESIDENCIA,,25/03/2022,Resolución 18 de marzo de 2022 por laque se concede subvención a fvor de CODOPA para el desarrollo del programa Sensibilización 2022,https://www.boe.es/eli/es/l/2021/12/28/22,"75,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,"XXX - Regiones o países no europeos, no contemplados en NUTS",SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617405,NO,DIPUTACIÓN PROV. DE VALENCIA,DIPUTACIÓN PROVINCIAL DE VALENCIA,,25/03/2022,CONVOCATORIA SUBV. GREMIO PANADEROS Y PASTELEROS DE VALENCIA DESTINADA A ACTIVIDADES DEL GREMIO,https://bop.dival.es/,"20,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,OTROS SERVICIOS,ES523 - Valencia / València,OTRAS PRESTACIONES ECONÓMICAS
617404,NO,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,ASTEAMUR ATENCIÓN TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,"68,835.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES62 - REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617403,NO,CALONGE,AYUNTAMIENTO DE CALONGE,,25/03/2022,SUBVENCION NOMINATIVA 2021 CLUB HANDBOL CALONGE-SANT ANTONI,https://api.calonge.cat/sites/default/files/files/PRESSUPOST2021_compressed.pdf,"7,008.30 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES512 - Girona,CULTURA
617400,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS CASTIELFABIB 2022,NO DISPONIBLE,"310,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617399,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS CASTELLÓ DE RUGAT 2022,NO DISPONIBLE,"145,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617398,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del fomento de la lengua catalana,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"1,176,780.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617396,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS CARRÍCOLA 2022,NO DISPONIBLE,"85,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617394,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS CÀLIG 2022,NO DISPONIBLE,"60,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES522 - Castellón / Castelló,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617392,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del fomento de la cultura catalana,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"30,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617391,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del patrimonio cultural,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"20,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617390,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del patrimonio cultural,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"85,410.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617389,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del patrimonio cultural,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"90,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617388,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito del fomento de la lengua catalana,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"18,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617387,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito de la cultura popular y el patrimonio etnológico,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"170,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA
617386,NO,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,,25/03/2022,Subvenciones excluidas de concurrencia pública en el ámbito de la cooperación cultural,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,"500,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Actividades de creación, artísticas y espectáculos",ES51 - CATALUÑA,CULTURA
617384,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BURJASSOT 2022,NO DISPONIBLE,"345,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617383,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BUÑOL 2022,NO DISPONIBLE,"265,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617380,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BORRIOL 2022,NO DISPONIBLE,"90,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES522 - Castellón / Castelló,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617378,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BENISSA 2022,NO DISPONIBLE,"160,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES521 - Alicante / Alacant,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617376,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BENIFLÀ 2022,NO DISPONIBLE,"20,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617375,NO,GELVES,AYUNTAMIENTO DE GELVES,,25/03/2022,SUBVENCION NOMINATIVA A HERMANDAD SACRAMENTAL NUESTRA SEÑORA DE GRACIA DE GELVES,http://transparencia.gelves.es/es/transparencia/indicadores-de-transparencia/indicador/78.-Se-publican-los-Presupuestos-del-Ayuntamiento-con-descripcion-de-las-principales-partidas-presupuestarias-e-informacion-actualizada-al-menos-trimestralmente-sobre-s,"1,200.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,OTROS SERVICIOS,ES618 - Sevilla,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617374,NO,ILLES BALEARS,DIRECCIÓN GENERAL DE POLÍTICA INDUSTRIAL,,25/03/2022,"Resolución del consejero de Fondos Europeos, Universidad y Cultura por la que se establece la convocatoria de ayudas para llevar a cabo actuaciones de política estratégica universitaria que dinamicen la vida universitaria de las Illes Balears",http://boib.caib.es/pdf/2009100/mp41.pdf,"15,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Educación,ES53 - ILLES BALEARS,EDUCACIÓN
617372,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BENICARLÓ 2022,NO DISPONIBLE,"120,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES522 - Castellón / Castelló,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617370,NO,"GARRIGA, LA","AYUNTAMIENTO DE GARRIGA, LA",,25/03/2022,"PREMIOS CARTEL  FIESTA MAYOR, 2022",https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2018&04/022018007956.pdf&1,375.00 €,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,OTROS SERVICIOS,ES511 - Barcelona,CULTURA
617369,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BANASSAL 2022,NO DISPONIBLE,"130,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES522 - Castellón / Castelló,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617367,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS BANYERES DE MARIOLA 2022,NO DISPONIBLE,"130,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES521 - Alicante / Alacant,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617365,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS AYORA 2022,NO DISPONIBLE,"345,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES523 - Valencia / València,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617364,NO,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE ARQUITECTURA BIOCLIMÁTICA Y SOSTENIBILIDAD ENERGÉTICA,,25/03/2022,CONVENIO PARA ACTUACIONES URBANAS ATZENETA DEL MAESTRAT 2022,NO DISPONIBLE,"35,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Construcción de edificios,ES522 - Castellón / Castelló,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
617363,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,25/03/2022,"Convocatoria de subvenciones, en régimen de concurrencia competitiva, para la realización de proyectos de formación y apoyo a personas emprendedoras para la creación de empresas en el marco del Programa empleaverde cofinanciado por el Fondo Social Europeo",https://www.boe.es/eli/es/res/2018/12/20/(5)/dof/spa/pdf,"703,902.11 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES - ESPAÑA ,FOMENTO DEL EMPLEO
617362,NO,CABILDO INSULAR DE GRAN CANARIA,AUTORIDAD ÚNICA DEL TRANSPORTE,,25/03/2022,Concesión de subvención directa a las operadoras del transporte público regular de viajeros. Ejercicio 2021.,https://autgc.sedelectronica.es/transparency/e8dcfaf2-8367-47a7-be08-94c136313076/,"21,831,526.67 €",GRAN EMPRESA,Otro transporte terrestre de pasajeros,ES705 - Gran Canaria,SUBVENCIONES AL TRANSPORTE
617361,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,25/03/2022,"Convocatoria de subvenciones, en régimen de concurrencia competitiva, para la realización de proyectos de mejora de competencias para personas trabajadoras en el marco del Programa empleaverde cofinanciado por el Fondo Social Europeo en 2020",https://www.boe.es/eli/es/res/2018/12/20/(5)/dof/spa/pdf,"3,958,039.79 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES - ESPAÑA ,FOMENTO DEL EMPLEO
617360,NO,OLOT,AYUNTAMIENTO DE OLOT,,25/03/2022,SUBVENCIÓN NOMINATIVA ACO,https://www.boe.es/buscar/act.php?id=BOE-A-2003-20977,"34,200.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES512 - Girona,"COMERCIO, TURISMO Y PYMES"
617358,NO,REGIÓN DE MURCIA,INSTITUTO MURCIANO DE ACCION SOCIAL (I.M.A.S.),,25/03/2022,ASINTER ATENCION TEMPRANA,https://www.borm.es/services/anuncio/ano/2022/numero/310/pdf?id=799320,"43,159.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES62 - REGION DE MURCIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
617357,NO,VIC,AYUNTAMIENTO DE VIC,,25/03/2022,SUBVENCIÓN CONVENIO CINECLUB VIC,http://bop.diba.cat/anunci/3002539/aprovacio-definitiva-de-l-ordenanca-general-de-subvencions-ajuntament-de-vic,"27,000.00 €",PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES511 - Barcelona,CULTURA
